"rental_id","durasi_sewa_aktual","jatah_durasi_film","denda_yang_dibayar"
1358,6,6,0.99
1359,2,7,2.99
1360,3,4,4.99
1361,4,5,0.99
1362,4,3,3.99
1363,2,5,0.99
1364,1,3,0.99
1365,4,6,2.99
1366,9,7,4.99
1367,6,4,4.99
1368,8,4,8.99
1369,1,7,0.99
1370,7,6,1.99
1371,8,6,4.99
1372,2,4,4.99
1373,7,6,1.99
1374,7,4,3.99
1375,6,5,5.99
1376,4,5,4.99
1377,7,5,2.99
1378,4,3,1.99
1379,3,6,0.99
1380,3,7,0.99
1381,5,7,0.99
1382,7,6,1.99
1383,9,5,8.99
1384,3,7,4.99
1385,3,5,4.99
1386,5,7,2.99
1387,2,3,0.99
1388,7,4,5.99
1389,4,4,4.99
1390,4,4,0.99
1391,7,3,6.99
1392,1,5,0.99
1393,4,6,2.99
1394,6,6,2.99
1395,8,7,5.99
1396,2,4,4.99
1397,6,5,3.99
1398,1,7,2.99
1399,3,3,0.99
1400,6,5,3.99
1401,6,5,1.99
1402,9,6,3.99
1403,7,7,0.99
1404,1,7,2.99
1405,6,3,5.99
1406,6,6,4.99
1407,8,5,7.99
1408,7,3,6.99
1409,6,3,3.99
1410,6,6,0.99
1411,6,6,0.99
1412,3,7,2.99
1413,6,3,7.99
1414,7,3,6.99
1415,1,7,2.99
1416,7,6,3.99
1417,4,5,4.99
1418,3,3,0.99
1419,2,3,0.99
1420,9,3,6.99
1421,6,5,5.99
1422,4,4,0.99
1423,9,6,5.99
1424,9,4,7.99
1425,3,7,2.99
1426,3,4,4.99
1427,1,7,2.99
1428,7,4,3.99
1429,3,3,2.99
1430,1,4,0.99
1431,6,4,4.99
1432,6,5,3.99
1433,1,4,2.99
1434,9,3,10.99
1435,9,6,5.99
1436,6,3,3.99
1437,5,7,0.99
1438,2,4,0.99
1439,7,5,4.99
1440,9,4,5.99
1441,7,6,1.99
1442,7,4,7.99
1443,3,4,0.99
1444,9,5,4.99
1445,4,4,2.99
1446,8,4,6.99
1447,6,6,4.99
1448,8,7,1.99
1449,3,7,2.99
1450,1,3,4.99
1451,4,3,5.99
1452,1,6,0.99
1453,4,7,4.99
1454,2,3,4.99
1455,3,6,2.99
1456,8,3,7.99
1457,4,5,4.99
1458,6,4,6.99
1459,7,5,2.99
1460,1,6,4.99
1461,8,6,6.99
1462,3,6,4.99
1463,6,4,6.99
1464,2,6,0.99
1465,3,6,0.99
1466,9,6,5.99
1467,7,7,2.99
1468,6,5,3.99
1469,6,6,0.99
1470,10,6,6.99
1471,9,7,2.99
1472,9,3,6.99
1473,6,5,5.99
1474,4,4,2.99
1475,3,5,4.99
1476,10,3,9.99
1477,4,5,0.99
1478,3,4,2.99
1479,2,3,2.99
1480,8,6,4.99
1481,3,3,2.99
1482,1,5,4.99
1483,9,5,4.99
1484,5,4,3.99
1485,9,6,5.99
1486,1,6,0.99
1487,7,7,0.99
1488,1,4,0.99
1489,7,7,0.99
1490,7,5,4.99
1491,5,6,0.99
1492,2,3,0.99
1493,2,3,4.99
1494,4,6,2.99
1495,4,6,0.99
1496,2,4,4.99
1497,5,4,3.99
1498,2,4,0.99
1499,7,4,5.99
1500,3,4,0.99
1501,8,7,1.99
1502,8,5,3.99
1503,5,6,2.99
1504,9,6,3.99
1505,2,4,2.99
1506,7,5,2.99
1507,4,5,0.99
1508,3,6,2.99
1509,8,3,5.99
1510,9,7,4.99
1511,7,6,5.99
1512,8,5,5.99
1513,8,3,9.99
1514,4,7,2.99
1515,5,6,2.99
1516,2,5,0.99
1517,8,4,6.99
1518,1,3,0.99
1519,6,5,1.99
1520,9,6,7.99
1521,3,7,2.99
1522,6,5,3.99
1523,1,7,0.99
1524,3,6,2.99
1525,3,3,4.99
1526,3,7,4.99
1527,5,5,2.99
1528,9,3,8.99
1529,6,7,2.99
1530,8,4,6.99
1531,6,3,5.99
1532,4,7,0.99
1533,1,6,0.99
1534,2,6,0.99
1535,4,5,4.99
1536,1,3,4.99
1537,4,3,5.99
1538,2,6,2.99
1539,7,4,5.99
1540,4,7,0.99
1541,6,6,0.99
1542,6,3,3.99
1543,2,5,4.99
1544,1,3,4.99
1545,8,6,4.99
1546,8,4,8.99
1547,3,7,4.99
1548,7,6,1.99
1549,2,4,2.99
1550,2,4,0.99
1551,6,3,3.99
1552,5,4,5.99
1553,3,4,0.99
1554,6,3,7.99
1555,6,4,2.99
1556,1,6,4.99
1557,0,3,0.99
1558,3,6,0.99
1559,3,7,0.99
1560,8,4,4.99
1561,6,4,2.99
1562,7,7,0.99
1563,2,6,2.99
1564,8,4,6.99
1565,0,5,0.99
1566,8,5,7.99
1567,5,4,1.99
1568,3,5,2.99
1569,2,5,4.99
1570,6,7,0.99
1571,6,4,2.99
1572,4,3,1.99
1573,9,3,6.99
1574,6,4,4.99
1575,6,3,3.99
1576,8,4,8.99
1577,8,7,3.99
1578,7,5,6.99
1579,5,6,0.99
1580,4,5,4.99
1581,2,3,2.99
1582,6,4,4.99
1583,2,3,4.99
1584,5,4,5.99
1585,8,7,3.99
1586,5,6,4.99
1587,7,7,0.99
1588,9,3,8.99
1589,8,3,9.99
1590,7,4,5.99
1591,9,4,5.99
1592,4,5,0.99
1593,8,6,6.99
1594,9,6,7.99
1595,4,3,5.99
1596,5,7,2.99
1597,2,4,2.99
1598,7,4,3.99
1599,5,7,4.99
1600,3,4,0.99
1601,5,4,3.99
1602,3,6,4.99
1603,1,3,0.99
1604,1,4,4.99
1605,9,3,8.99
1606,9,7,6.99
1607,4,5,2.99
1608,8,6,2.99
1609,1,5,0.99
1610,3,6,4.99
1611,9,5,6.99
1612,3,6,2.99
1613,8,6,4.99
1614,7,6,3.99
1615,9,7,2.99
1616,8,5,7.99
1617,9,6,3.99
1618,9,4,9.99
1619,3,3,0.99
1620,1,6,4.99
1621,3,7,4.99
1622,5,6,4.99
1623,1,4,4.99
1624,1,3,2.99
1625,8,3,5.99
1626,6,5,3.99
1627,8,4,8.99
1628,9,6,3.99
1629,6,7,4.99
1630,3,7,2.99
1631,3,7,2.99
1632,1,6,2.99
1633,1,6,0.99
1634,1,4,2.99
1635,9,6,5.99
1636,8,5,5.99
1637,7,7,2.99
1638,2,3,2.99
1639,9,5,4.99
1640,1,4,4.99
1641,8,3,7.99
1642,2,7,2.99
1643,5,4,3.99
1644,5,4,1.99
1645,7,7,0.99
1646,8,3,9.99
1647,1,7,4.99
1648,8,3,5.99
1649,2,6,4.99
1650,7,3,8.99
1651,1,4,4.99
1652,3,4,0.99
1653,2,3,4.99
1654,4,7,2.99
1655,7,4,3.99
1656,6,6,4.99
1657,6,7,4.99
1658,5,5,4.99
1659,4,6,4.99
1660,2,5,4.99
1661,8,4,4.99
1662,7,6,5.99
1663,7,5,2.99
1664,2,7,0.99
1665,7,6,3.99
1666,5,6,0.99
1667,6,6,2.99
1668,7,4,5.99
1669,2,5,0.99
1670,3,3,2.99
1671,6,5,1.99
1672,7,6,3.99
1673,2,7,2.99
1674,2,5,2.99
1675,8,7,5.99
1676,5,6,0.99
1677,7,5,2.99
1678,3,5,4.99
1679,7,5,2.99
1680,9,4,9.99
1681,3,4,2.99
1682,6,5,3.99
1683,2,6,2.99
1684,3,3,2.99
1685,5,4,1.99
1686,4,6,0.99
1687,2,4,2.99
1688,2,4,0.99
1689,8,3,9.99
1690,9,5,8.99
1691,8,7,1.99
1692,1,4,4.99
1693,3,7,4.99
1694,4,5,4.99
1695,6,7,0.99
1696,8,3,7.99
1697,7,6,3.99
1698,5,5,2.99
1699,1,3,2.99
1700,5,7,0.99
1701,6,7,2.99
1702,3,5,4.99
1703,1,6,4.99
1704,8,5,5.99
1705,2,6,2.99
1706,9,7,4.99
1707,2,5,2.99
1708,3,3,0.99
1709,8,6,6.99
1710,6,4,4.99
1711,9,5,8.99
1712,1,5,4.99
1713,2,6,4.99
1714,8,6,6.99
1715,4,4,2.99
1716,3,5,2.99
1717,3,7,2.99
1718,9,3,10.99
1719,2,6,2.99
1720,5,6,4.99
1721,7,3,8.99
1722,3,4,2.99
1723,7,4,7.99
1724,7,6,1.99
1725,1,5,4.99
1726,9,3,6.99
1727,1,4,0.99
1728,7,4,3.99
1729,9,3,6.99
1730,3,5,2.99
1731,3,5,0.99
1732,2,3,0.99
1733,7,7,0.99
1734,6,3,3.99
1735,4,6,0.99
1736,5,6,2.99
1737,7,3,8.99
1738,4,6,0.99
1739,6,6,0.99
1740,4,4,0.99
1741,9,6,7.99
1742,1,7,2.99
1743,1,7,2.99
1744,2,7,4.99
1745,7,4,3.99
1746,3,4,2.99
1747,9,3,6.99
1748,2,3,0.99
1749,5,5,0.99
1750,9,4,5.99
1751,1,7,0.99
1752,7,4,5.99
1753,5,6,2.99
1754,6,4,6.99
1755,1,4,2.99
1756,5,6,4.99
1757,2,7,0.99
1758,9,3,8.99
1759,8,6,6.99
1760,2,3,2.99
1761,1,3,0.99
1762,3,4,4.99
1763,4,7,4.99
1764,5,6,2.99
1765,3,4,4.99
1766,2,3,4.99
1767,2,3,0.99
1768,7,3,4.99
1769,6,5,5.99
1770,7,6,1.99
1771,2,6,0.99
1772,8,6,2.99
1773,8,7,5.99
1774,5,7,2.99
1775,9,5,4.99
1776,8,6,6.99
1777,9,7,6.99
1778,6,5,1.99
1779,1,3,0.99
1780,3,5,4.99
1781,9,4,5.99
1782,6,4,2.99
1783,2,6,4.99
1784,4,7,0.99
1785,8,4,4.99
1786,3,6,2.99
1787,5,4,3.99
1788,6,5,1.99
1789,7,6,3.99
1790,1,5,4.99
1791,7,5,6.99
1792,10,5,5.99
1793,3,6,0.99
1794,6,3,3.99
1795,8,6,6.99
1796,4,7,2.99
1797,6,3,3.99
1798,4,5,2.99
1799,4,3,5.99
1800,4,5,2.99
1801,2,4,4.99
1802,5,4,1.99
1803,5,7,2.99
1804,2,4,2.99
1805,1,5,0.99
1806,2,5,4.99
1807,4,3,5.99
1808,8,3,7.99
1809,9,5,8.99
1810,5,7,0.99
1811,5,5,0.99
1812,5,4,1.99
1813,8,6,2.99
1814,7,6,5.99
1815,1,5,0.99
1816,2,4,4.99
1817,3,4,0.99
1818,4,7,0.99
1819,10,7,5.99
1820,4,7,4.99
1821,4,4,2.99
1822,1,5,0.99
1823,6,3,7.99
1824,2,4,2.99
1825,4,7,2.99
1826,9,7,6.99
1827,3,5,0.99
1828,4,3,5.99
1829,5,4,5.99
1830,7,3,4.99
1831,9,4,7.99
1832,3,3,0.99
1833,4,3,1.99
1834,6,6,0.99
1835,3,3,4.99
1836,8,6,6.99
1837,5,7,4.99
1838,4,3,1.99
1839,7,6,5.99
1840,5,6,4.99
1841,6,6,2.99
1842,10,5,7.99
1843,6,7,0.99
1844,6,3,7.99
1845,3,5,4.99
1846,1,4,0.99
1847,3,5,4.99
1848,4,5,0.99
1849,6,3,7.99
1850,8,6,4.99
1851,5,7,0.99
1852,5,3,2.99
1853,2,4,0.99
1854,6,3,3.99
1855,3,3,4.99
1856,2,4,2.99
1857,4,3,1.99
1858,1,6,4.99
1859,1,3,0.99
1860,4,5,4.99
1861,8,7,1.99
1862,8,7,3.99
1863,9,6,3.99
1864,7,7,2.99
1865,6,3,7.99
1866,2,6,4.99
1867,8,6,4.99
1868,8,7,3.99
1869,2,6,0.99
1870,0,4,2.99
1871,6,4,4.99
1872,3,7,0.99
1873,6,7,2.99
1874,7,6,1.99
1875,5,5,2.99
1876,1,4,0.99
1877,8,3,5.99
1878,4,3,1.99
1879,2,5,0.99
1880,2,6,4.99
1881,1,6,0.99
1882,2,6,4.99
1883,1,6,4.99
1884,4,6,0.99
1885,4,4,2.99
1886,2,7,4.99
1887,8,6,6.99
1888,5,7,0.99
1889,9,3,10.99
1890,5,3,2.99
1891,7,6,3.99
1892,3,5,4.99
1893,6,7,2.99
1894,9,4,7.99
1895,9,7,2.99
1896,9,5,6.99
1897,8,6,4.99
1898,8,7,1.99
1899,9,3,6.99
1900,4,4,4.99
1901,8,7,3.99
1902,3,7,2.99
1903,9,7,6.99
1904,0,3,2.99
1905,7,3,4.99
1906,4,6,2.99
1907,6,7,2.99
1908,2,7,0.99
1909,2,6,2.99
1910,6,4,2.99
1911,7,5,6.99
1912,3,4,4.99
1913,4,5,4.99
1914,7,5,2.99
1915,4,3,1.99
1916,9,6,7.99
1917,7,4,3.99
1918,4,3,3.99
1919,6,6,4.99
1920,7,5,4.99
1921,6,3,3.99
1922,1,4,0.99
1923,7,5,6.99
1924,1,4,2.99
1925,4,4,0.99
1926,8,3,9.99
1927,4,6,0.99
1928,9,4,7.99
1929,5,3,6.99
1930,2,6,2.99
1931,5,6,0.99
1932,2,3,2.99
1933,9,7,2.99
1934,8,6,6.99
1935,3,6,2.99
1936,1,4,4.99
1937,4,6,0.99
1938,2,6,4.99
1939,8,5,7.99
1940,5,3,6.99
1941,3,4,2.99
1942,8,6,4.99
1943,3,7,0.99
1944,6,3,7.99
1945,6,3,3.99
1946,8,4,4.99
1947,8,7,3.99
1948,4,6,4.99
1949,8,7,5.99
1950,5,6,2.99
1951,3,4,0.99
1952,4,5,4.99
1953,7,6,5.99
1954,3,3,2.99
1955,2,6,0.99
1956,4,6,4.99
1957,9,3,8.99
1958,6,3,3.99
1959,3,4,4.99
1960,6,5,3.99
1961,3,3,0.99
1962,6,6,2.99
1963,7,7,0.99
1964,4,4,0.99
1965,1,6,0.99
1966,3,4,0.99
1967,4,4,4.99
1968,1,6,2.99
1969,4,4,4.99
1970,5,5,4.99
1971,8,7,1.99
1972,7,7,2.99
1973,4,7,4.99
1974,4,4,2.99
1975,6,6,2.99
1976,6,7,2.99
1977,6,7,2.99
1978,3,4,2.99
1979,3,5,2.99
1980,6,4,6.99
1981,3,3,2.99
1982,3,3,4.99
1983,7,7,4.99
1984,6,4,2.99
1985,5,6,0.99
1986,7,5,2.99
1987,6,6,2.99
1988,8,4,8.99
1989,2,5,2.99
1990,7,5,4.99
1991,8,5,3.99
1992,2,5,2.99
1993,6,3,5.99
1994,8,5,5.99
1995,9,5,4.99
1996,9,7,6.99
1997,2,3,2.99
1998,9,6,3.99
1999,6,5,1.99
2000,5,6,2.99
2001,4,4,2.99
2002,7,4,3.99
2003,2,7,4.99
2004,7,3,4.99
2005,2,3,4.99
2006,2,7,2.99
2007,4,7,0.99
2008,8,7,5.99
2009,1,3,2.99
2010,4,3,5.99
2011,7,4,3.99
2012,7,6,5.99
2013,7,6,3.99
2014,8,3,5.99
2015,1,5,4.99
2016,3,5,2.99
2017,2,3,0.99
2018,9,6,3.99
2019,6,4,4.99
2020,2,6,0.99
2021,6,3,3.99
2022,8,4,8.99
2023,6,7,4.99
2024,5,6,0.99
2025,1,4,4.99
2026,4,5,4.99
2027,6,3,7.99
2028,6,3,7.99
2029,2,5,4.99
2030,2,4,0.99
2031,8,4,6.99
2032,1,4,4.99
2033,3,6,0.99
2034,5,7,4.99
2035,9,3,6.99
2036,1,4,4.99
2037,3,6,0.99
2038,2,3,0.99
2039,7,6,3.99
2040,5,5,2.99
2041,9,5,8.99
2042,1,4,0.99
2043,2,3,0.99
2044,5,4,5.99
2045,9,7,2.99
2046,7,6,1.99
2047,4,3,1.99
2048,6,5,5.99
2049,5,6,2.99
2050,1,6,2.99
2051,2,7,4.99
2052,4,6,0.99
2053,2,7,0.99
2054,9,7,2.99
2055,8,3,5.99
2056,3,5,2.99
2057,8,6,4.99
2058,8,3,5.99
2059,1,4,2.99
2060,5,7,2.99
2061,7,3,8.99
2062,3,7,2.99
2063,4,4,4.99
2064,6,3,3.99
2065,5,3,4.99
2066,7,6,3.99
2067,5,7,2.99
2068,3,7,0.99
2069,9,5,4.99
2070,3,4,2.99
2071,6,5,3.99
2072,6,3,3.99
2073,2,4,2.99
2074,3,5,2.99
2075,2,4,4.99
2076,7,3,6.99
2077,2,6,4.99
2078,2,4,4.99
2079,1,4,4.99
2080,4,6,0.99
2081,9,4,5.99
2082,2,4,2.99
2083,1,3,2.99
2084,5,5,4.99
2085,6,4,2.99
2086,4,7,0.99
2087,9,7,6.99
2088,6,4,6.99
2089,8,3,9.99
2090,5,5,2.99
2091,9,3,10.99
2092,8,6,6.99
2093,9,4,9.99
2094,1,5,0.99
2095,6,3,5.99
2096,4,5,4.99
2097,6,6,4.99
2098,2,5,0.99
2099,7,7,2.99
2100,2,4,0.99
2101,3,5,2.99
2102,6,3,5.99
2103,4,3,5.99
2104,2,3,2.99
2105,3,3,0.99
2106,6,7,4.99
2107,1,6,0.99
2108,8,6,4.99
2109,8,7,3.99
2110,9,6,7.99
2111,2,5,0.99
2112,8,5,5.99
2113,7,7,4.99
2114,6,3,5.99
2115,8,7,3.99
2116,1,5,4.99
2117,6,6,0.99
2118,6,7,0.99
2119,5,6,4.99
2120,10,7,5.99
2121,5,5,4.99
2122,6,7,2.99
2123,1,3,2.99
2124,6,5,1.99
2125,2,7,2.99
2126,10,4,8.99
2127,1,6,0.99
2128,7,7,2.99
2129,6,5,1.99
2130,9,4,5.99
2131,8,5,5.99
2132,3,4,4.99
2133,6,6,0.99
2134,9,4,7.99
2135,2,3,0.99
2136,7,4,3.99
2137,3,6,4.99
2138,5,3,2.99
2139,9,3,8.99
2140,2,7,0.99
2141,2,4,4.99
2142,9,5,4.99
2143,2,4,4.99
2144,4,6,0.99
2145,1,5,0.99
2146,9,5,6.99
2147,5,6,4.99
2148,9,7,6.99
2149,9,3,6.99
2150,4,3,3.99
2151,3,3,0.99
2152,6,4,2.99
2153,7,5,6.99
2154,7,5,4.99
2155,8,7,1.99
2156,5,3,4.99
2157,7,6,3.99
2158,2,6,2.99
2159,8,4,8.99
2160,5,5,0.99
2161,9,6,7.99
2162,4,3,3.99
2163,5,6,2.99
2164,7,5,6.99
2165,4,4,2.99
2166,10,3,11.99
2167,4,5,0.99
2168,3,6,4.99
2169,2,7,4.99
2170,5,4,3.99
2171,6,6,0.99
2172,8,5,7.99
2173,7,4,7.99
2174,7,3,6.99
2175,4,3,5.99
2176,3,6,2.99
2177,8,3,5.99
2178,3,4,0.99
2179,1,5,0.99
2180,7,3,8.99
2181,7,3,8.99
2182,8,7,5.99
2183,4,6,4.99
2184,3,5,2.99
2185,2,7,0.99
2186,3,5,2.99
2187,2,3,2.99
2188,7,6,1.99
2189,7,6,3.99
2190,8,7,5.99
2191,1,4,4.99
2192,5,5,4.99
2193,4,4,4.99
2194,7,5,4.99
2195,7,7,4.99
2196,8,5,3.99
2197,1,4,0.99
2198,8,4,6.99
2199,5,4,5.99
2200,8,4,4.99
2201,5,5,0.99
2202,8,4,8.99
2203,4,6,2.99
2204,6,6,2.99
2205,7,3,4.99
2206,6,7,0.99
2207,6,4,2.99
2208,5,6,4.99
2209,4,5,4.99
2210,3,6,2.99
2211,4,3,3.99
2212,1,3,2.99
2213,5,7,4.99
2214,0,3,0.99
2215,4,5,2.99
2216,1,5,4.99
2217,2,4,0.99
2218,0,6,2.99
2219,4,7,2.99
2220,3,6,2.99
2221,4,4,0.99
2222,8,5,3.99
2223,9,5,8.99
2224,0,3,0.99
2225,5,5,2.99
2226,6,3,7.99
2227,1,3,4.99
2228,5,3,2.99
2229,8,4,4.99
2230,7,7,4.99
2231,5,5,0.99
2232,4,7,0.99
2233,3,3,0.99
2234,6,6,0.99
2235,9,4,7.99
2236,5,6,4.99
2237,9,4,5.99
2238,9,5,6.99
2239,8,3,5.99
2240,4,3,3.99
2241,6,4,2.99
2242,6,3,3.99
2243,5,4,5.99
2244,2,7,2.99
2245,6,3,7.99
2246,4,4,4.99
2248,1,6,4.99
2249,8,3,5.99
2250,4,6,2.99
2251,5,4,3.99
2252,3,4,2.99
2253,7,7,0.99
2254,9,4,5.99
2255,8,6,4.99
2256,9,5,4.99
2257,4,3,5.99
2258,6,5,3.99
2259,3,4,4.99
2260,2,7,2.99
2261,6,3,3.99
2262,2,4,0.99
2263,2,6,0.99
2264,1,5,4.99
2265,2,6,2.99
2266,2,5,4.99
2267,2,4,0.99
2268,4,7,4.99
2269,7,6,3.99
2270,8,5,7.99
2271,3,4,4.99
2272,5,4,1.99
2273,2,3,4.99
2274,3,7,0.99
2275,6,4,4.99
2276,7,5,6.99
2277,1,6,2.99
2278,4,6,0.99
2279,9,7,6.99
2280,8,6,2.99
2281,2,7,4.99
2282,6,6,2.99
2283,1,5,4.99
2284,6,3,3.99
2285,7,7,4.99
2286,9,4,9.99
2287,9,5,6.99
2288,8,5,5.99
2289,6,6,2.99
2290,8,5,7.99
2291,8,3,9.99
2292,2,3,2.99
2293,6,4,4.99
2294,4,7,4.99
2295,3,3,4.99
2296,2,5,4.99
2297,8,4,4.99
2298,6,5,5.99
2299,8,5,3.99
2300,6,6,2.99
2301,7,6,1.99
2302,4,5,4.99
2303,4,7,2.99
2304,5,4,5.99
2305,6,3,5.99
2306,9,3,10.99
2307,5,3,6.99
2308,4,5,4.99
2309,2,6,0.99
2310,8,4,8.99
2311,7,3,6.99
2312,6,7,0.99
2313,8,5,5.99
2314,1,6,4.99
2315,4,6,2.99
2316,2,3,0.99
2317,3,3,4.99
2318,5,6,2.99
2319,8,6,4.99
2320,6,7,0.99
2321,7,6,5.99
2322,7,6,5.99
2323,5,3,6.99
2324,5,5,4.99
2325,3,4,0.99
2326,6,5,5.99
2327,2,4,2.99
2328,3,3,4.99
2329,2,6,4.99
2330,7,4,7.99
2331,7,5,2.99
2332,6,4,6.99
2333,7,5,2.99
2334,4,7,4.99
2335,8,5,3.99
2336,7,6,1.99
2337,8,3,7.99
2338,1,6,4.99
2339,3,7,4.99
2340,5,6,0.99
2341,9,7,6.99
2342,2,5,2.99
2343,4,6,4.99
2344,1,3,2.99
2345,4,4,0.99
2346,9,6,7.99
2347,5,6,2.99
2348,6,6,0.99
2349,1,5,4.99
2350,5,6,4.99
2351,5,6,0.99
2352,4,4,2.99
2353,1,4,4.99
2354,8,5,3.99
2355,8,7,3.99
2356,3,5,0.99
2357,8,3,5.99
2358,8,4,4.99
2359,7,3,6.99
2360,5,6,4.99
2361,5,4,5.99
2362,1,3,0.99
2363,1,5,0.99
2364,5,3,2.99
2365,3,5,4.99
2366,5,6,0.99
2367,4,5,0.99
2368,5,6,2.99
2369,5,6,2.99
2370,6,3,7.99
2371,4,5,0.99
2372,3,3,0.99
2373,5,7,0.99
2374,4,4,4.99
2375,8,7,5.99
2376,7,7,2.99
2377,9,7,6.99
2378,8,5,7.99
2379,6,7,0.99
2380,6,4,6.99
2381,4,3,5.99
2382,2,5,4.99
2383,8,3,7.99
2384,3,7,0.99
2385,8,5,3.99
2386,4,5,4.99
2387,7,5,6.99
2388,2,3,2.99
2389,3,4,0.99
2390,5,6,4.99
2391,7,3,4.99
2392,1,7,0.99
2393,7,7,2.99
2394,8,4,4.99
2395,9,7,2.99
2396,9,4,7.99
2397,6,5,1.99
2398,9,7,4.99
2399,8,7,3.99
2400,7,4,5.99
2401,1,3,0.99
2402,9,5,6.99
2403,5,6,2.99
2404,5,7,0.99
2405,3,5,2.99
2406,5,3,2.99
2407,6,7,2.99
2408,1,4,2.99
2409,2,3,0.99
2410,2,4,2.99
2411,7,6,1.99
2412,9,6,3.99
2413,9,5,8.99
2414,2,4,0.99
2415,7,4,7.99
2416,6,5,3.99
2417,8,5,3.99
2418,8,4,4.99
2419,8,4,8.99
2420,5,5,0.99
2421,5,3,6.99
2422,5,6,0.99
2423,3,7,0.99
2424,5,7,2.99
2425,9,4,5.99
2426,4,4,2.99
2427,9,7,2.99
2428,1,7,0.99
2429,9,4,9.99
2430,5,4,3.99
2431,7,6,1.99
2432,7,3,4.99
2433,5,7,4.99
2434,5,4,5.99
2435,4,6,4.99
2436,3,5,0.99
2437,3,6,2.99
2438,1,4,0.99
2439,3,5,4.99
2440,4,5,2.99
2441,2,6,4.99
2442,4,6,2.99
2443,6,6,4.99
2444,9,3,8.99
2445,5,6,0.99
2446,9,5,8.99
2447,9,5,8.99
2448,9,5,4.99
2449,9,7,4.99
2450,9,5,8.99
2451,5,4,5.99
2452,8,4,8.99
2453,2,6,2.99
2454,6,7,4.99
2455,3,6,0.99
2456,5,3,6.99
2457,8,5,3.99
2458,3,7,0.99
2459,5,6,4.99
2460,9,3,8.99
2461,10,6,6.99
2462,3,4,4.99
2463,7,6,3.99
2464,2,4,4.99
2465,7,7,2.99
2466,2,4,0.99
2467,2,6,2.99
2468,5,5,4.99
2469,9,3,6.99
2470,7,4,7.99
2471,6,5,5.99
2472,2,6,4.99
2473,1,7,2.99
2474,7,7,2.99
2475,3,4,2.99
2476,2,4,0.99
2477,4,3,5.99
2478,6,5,5.99
2479,4,6,4.99
2480,4,3,5.99
2481,5,6,4.99
2482,1,7,4.99
2483,7,4,7.99
2484,6,7,4.99
2485,3,7,4.99
2486,4,4,2.99
2487,5,5,4.99
2488,6,3,3.99
2489,4,3,1.99
2490,1,7,4.99
2491,8,7,1.99
2492,5,5,2.99
2493,9,3,6.99
2494,7,4,3.99
2495,3,5,4.99
2496,2,6,0.99
2497,8,6,4.99
2498,4,3,1.99
2499,2,7,0.99
2500,8,7,5.99
2501,6,6,4.99
2502,2,3,4.99
2503,5,4,1.99
2504,3,6,0.99
2505,8,4,8.99
2506,7,3,8.99
2507,3,5,4.99
2508,2,4,4.99
2509,2,6,0.99
2510,6,5,5.99
2511,6,5,5.99
2512,3,6,2.99
2513,6,7,0.99
2514,5,6,2.99
2515,4,5,4.99
2516,2,4,4.99
2517,6,6,0.99
2518,6,6,4.99
2519,6,3,7.99
2520,9,7,6.99
2521,3,3,0.99
2522,9,6,3.99
2523,2,3,0.99
2524,6,7,0.99
2525,5,7,2.99
2526,9,3,6.99
2527,1,6,4.99
2528,7,5,6.99
2529,5,3,6.99
2530,4,4,0.99
2531,3,6,4.99
2532,1,4,4.99
2533,3,6,0.99
2534,4,5,2.99
2535,9,7,2.99
2536,8,3,5.99
2537,7,6,5.99
2538,6,5,5.99
2539,0,3,2.99
2540,1,3,4.99
2541,4,3,3.99
2542,7,4,3.99
2543,2,7,0.99
2544,3,4,4.99
2545,1,4,4.99
2546,4,3,5.99
2547,5,5,4.99
2548,3,5,0.99
2549,7,4,7.99
2550,5,4,1.99
2551,9,7,4.99
2552,9,6,3.99
2553,7,3,4.99
2554,6,7,0.99
2555,6,6,2.99
2556,4,3,3.99
2557,1,5,0.99
2558,5,4,1.99
2559,9,4,9.99
2560,9,4,9.99
2561,2,3,4.99
2562,2,6,4.99
2563,4,7,4.99
2564,5,3,2.99
2565,5,7,0.99
2566,6,4,2.99
2567,0,6,2.99
2568,5,4,3.99
2569,7,3,6.99
2570,6,4,2.99
2571,2,6,2.99
2572,4,5,0.99
2573,4,4,0.99
2574,1,3,0.99
2575,5,7,2.99
2576,9,7,4.99
2577,9,7,4.99
2578,7,4,7.99
2579,3,5,0.99
2580,4,4,0.99
2581,4,5,2.99
2582,7,5,6.99
2583,9,6,7.99
2584,9,3,6.99
2585,1,6,0.99
2586,8,4,8.99
2587,5,5,2.99
2588,3,3,4.99
2589,2,3,2.99
2590,1,6,2.99
2591,6,6,4.99
2592,2,6,0.99
2593,9,6,5.99
2594,6,7,2.99
2595,6,4,4.99
2596,5,3,2.99
2597,1,5,0.99
2598,5,5,2.99
2599,8,3,5.99
2600,9,7,6.99
2601,1,7,4.99
2602,5,3,2.99
2603,7,5,6.99
2604,6,6,0.99
2605,6,5,1.99
2606,2,4,4.99
2607,6,5,5.99
2608,5,6,2.99
2609,9,6,7.99
2610,6,4,4.99
2611,2,5,4.99
2612,6,4,6.99
2613,2,5,4.99
2614,3,3,0.99
2615,8,4,4.99
2616,9,5,8.99
2617,8,5,7.99
2618,5,7,2.99
2619,2,3,0.99
2620,5,3,4.99
2621,9,7,2.99
2622,9,6,5.99
2623,7,3,4.99
2624,8,7,5.99
2625,7,3,8.99
2626,5,3,2.99
2627,5,7,0.99
